Date,Open,High,Low,Close,AdjustedClose,Volume
2007-01-11,100,100,99.92,99.92,99.92,1100
2007-01-12,99.88,99.93,99.85,99.93,99.93,1500
2007-01-16,99.83,99.83,99.83,99.83,99.83,600
2007-01-17,99.94,99.94,99.81,99.82,99.82,700
2007-01-18,99.84,99.91,99.84,99.91,99.91,6200
2007-01-19,99.86,99.86,99.78,99.8,99.8,2000
2007-01-22,99.9,99.9,99.85,99.85,99.85,1200
2007-01-23,99.75,99.75,99.71,99.71,99.71,1200
2007-01-24,99.75,99.75,99.75,99.75,99.75,1300
2007-01-25,99.66,99.66,99.55,99.55,99.55,2100
2007-01-26,99.53,99.56,99.48,99.56,99.56,1200
2007-01-29,99.6,99.61,99.5,99.53,99.53,3100
2007-01-30,99.61,99.61,99.58,99.58,99.58,400
2007-01-31,99.67,99.84,99.67,99.84,99.84,3600
2007-02-01,99.74,99.74,99.52,99.53,99.53,1600
2007-02-02,99.55,99.66,99.55,99.58,99.58,6800
2007-02-05,99.71,99.71,99.71,99.71,99.71,7100
2007-02-06,99.67,99.88,99.67,99.88,99.88,6600
2007-02-07,99.95,99.99,99.94,99.99,99.99,2200
2007-02-08,99.97,100.03,99.95,100.03,100.03,7500
2007-02-09,99.81,99.81,99.81,99.81,99.81,2000
2007-02-12,99.8,99.86,99.71,99.73,99.73,5000
2007-02-13,99.8,99.8,99.69,99.69,99.69,1900
2007-02-14,99.89,100.13,99.89,100.12,100.12,16600
2007-02-15,100.24,100.3,100.22,100.27,100.27,9900
2007-02-16,100.29,100.29,100.26,100.28,100.28,16300
2007-02-20,100.24,100.32,100.24,100.27,100.27,5400
2007-02-21,100.3,100.36,100.3,100.36,100.36,1900
2007-02-22,100.21,100.21,100.21,100.21,100.21,200
2007-02-23,100.23,100.47,100.23,100.42,100.42,13300
2007-02-26,100.55,100.62,100.54,100.59,100.59,1400
2007-02-27,100.83,101.27,100.83,101.2,101.2,12300
2007-02-28,101.2,101.2,100.97,101.02,101.02,126000
2007-03-01,100.82,100.95,100.68,100.68,100.68,48700
2007-03-02,100.92,100.96,100.8385,100.96,100.96,13600
2007-03-05,101.1,101.11,100.96,100.99,100.99,8500
2007-03-06,100.85,101.01,100.8,100.89,100.89,10200
2007-03-07,100.9,101.03,100.9,101.03,101.03,4600
2007-03-08,100.98,101.05,100.967,101.05,101.05,3500
2007-03-09,100.62,100.73,100.62,100.69,100.69,8400
2007-03-12,100.77,100.9,100.77,100.87,100.87,8300
2007-03-13,101.09,101.27,101.05,101.18,101.18,25200
2007-03-14,101.2,101.3,101.14,101.16,101.16,5000
2007-03-15,101.13,101.13,101.05,101.06,101.06,20500
2007-03-16,101,101.1,101,101.08,101.08,9500
2007-03-19,100.9,100.97,100.89,100.91,100.91,2000
2007-03-20,101.1,101.11,101.06,101.07,101.07,10100
2007-03-21,101.07,101.36,100.99,101.27,101.27,28000
2007-03-22,101.2,101.2,101.05,101.08,101.08,4300
2007-03-23,101.18,101.18,100.98,100.98,100.98,17400
2007-03-26,100.96,101.25,100.96,101.11,101.11,8200
2007-03-27,101.06,101.1,101.03,101.09,101.09,31500
2007-03-28,101.23,101.3,101.12,101.12,101.12,2100
2007-03-29,101,101.07,101,101.01,101.01,7100
2007-03-30,101.05,101.15,100.84,101,101,27600
2007-04-02,100.73,100.73,100.54,100.64,100.64,25100
2007-04-03,100.51,100.66,100.51,100.55,100.55,8200
2007-04-04,100.78,100.83,100.59,100.79,100.79,19400
2007-04-05,100.74,100.74,100.55,100.62,100.62,3300
2007-04-09,100.1,100.24,100.1,100.22,100.22,6900
2007-04-10,100.39,100.3918,100.331,100.35,100.35,5500
2007-04-11,100.46,100.49,100.28,100.34,100.34,4800
2007-04-12,100.33,100.37,100.3,100.32,100.32,3500
2007-04-13,100.34,100.34,100.13,100.21,100.21,15200
2007-04-16,100.25,100.33,100.23,100.28,100.28,3100
2007-04-17,100.45,100.6,100.45,100.6,100.6,2200
2007-04-18,100.7,100.77,100.7,100.75,100.75,6300
2007-04-19,100.85,100.85,100.65,100.75,100.75,2800
2007-04-20,100.65,100.75,100.65,100.72,100.72,3500
2007-04-23,100.71,100.88,100.71,100.86,100.86,1900
2007-04-24,101.05,101.05,101.02,101.03,101.03,1300
2007-04-25,100.94,101.03,100.91,100.92,100.92,7100
2007-04-26,100.89,100.89,100.76,100.76,100.76,6900
2007-04-27,100.77,100.77,100.7,100.76,100.76,1700
2007-04-30,100.93,101.06,100.92,101.06,101.06,8800
2007-05-01,100.78,100.78,100.55,100.63,100.63,7600
2007-05-02,100.62,100.62,100.53,100.59,100.59,28400
2007-05-03,100.49,100.5,100.39,100.5,100.5,12900
2007-05-04,100.65,100.67,100.6,100.65,100.65,64900
2007-05-07,100.52,100.69,100.52,100.69,100.69,1500
2007-05-08,100.7,100.76,100.68,100.71,100.71,8800
2007-05-09,100.7,100.74,100.47,100.55,100.55,10300
2007-05-10,100.57,100.65,100.57,100.65,100.65,12200
2007-05-11,100.83,100.83,100.58,100.58,100.58,1400
2007-05-14,100.56,100.56,100.43,100.43,100.43,8400
2007-05-15,100.5,100.55,100.36,100.44,100.44,8300
2007-05-16,100.45,100.52,100.45,100.51,100.51,4700
2007-05-17,100.35,100.41,100.26,100.28,100.28,8800
2007-05-18,100.24,100.26,100.05,100.1,100.1,3300
2007-05-21,100.05,100.24,100.05,100.24,100.24,5300
