Date,Open,High,Low,Close,AdjustedClose,Volume
2019-09-19,29,29,29,29,29,0
2019-09-20,29,29,29,29,29,0
2019-09-23,29,29,29,29,29,0
2019-09-24,29,29,29,29,29,0
2019-09-25,29,29,29,29,29,0
2019-09-26,27,27.98,24.75,25.76,25.76,47067673
2019-09-27,26.17,26.17,23.75,25.24,25.24,15975986
2019-09-30,25.26,25.85,25,25.1,25.1,4482931
2019-10-01,25,25.17,22.51,22.51,22.51,8816118
2019-10-02,22.25,23.18,21.76,22.6,22.6,9454724
2019-10-03,22.49,22.82,21.14,22.33,22.33,8280003
2019-10-04,22.35,23.42,22.3057,23.01,23.01,3229153
2019-10-07,23.07,24.33,22.49,23.51,23.51,2741353
2019-10-08,23.6,23.9,22.33,23.21,23.21,2902080
2019-10-09,23.63,24.8,23.25,24,24,3180665
2019-10-10,24.1,24.2,22.8,23.14,23.14,3491711
2019-10-11,23.1,23.4,22.11,22.39,22.39,3396102
2019-10-14,22.17,22.28,21.4,21.47,21.47,2651179
2019-10-15,21.51,23.68,21.51,23.445,23.445,2872184
2019-10-16,23.54,23.54,22.46,23.03,23.03,2457008
2019-10-17,23,23.96,23,23.86,23.86,1185601
2019-10-18,24.3,24.68,23.12,23.52,23.52,3392354
2019-10-21,23.99,24.37,21.7738,22.26,22.26,8040711
2019-10-22,22.67,22.698,20.93,21.16,21.16,5880239
2019-10-23,21.13,21.74,20.46,21.08,21.08,4943040
2019-10-24,21.24,21.45,20.7,21.34,21.34,2685496
2019-10-25,21.13,23.09,21.0002,22.4,22.4,2518676
2019-10-28,22.55,22.67,21.45,21.46,21.46,4162351
2019-10-29,21.57,24.16,21.43,23.18,23.18,5127445
2019-10-30,23.32,23.735,22.66,23.72,23.72,2500093
2019-10-31,23.49,23.94,22.91,23.87,23.87,1912542
2019-11-01,23.87,25.3,23.7528,24.99,24.99,4894934
2019-11-04,25.3,26.5,23.54,24.61,24.61,6016825
2019-11-05,24.05,24.25,22.25,22.74,22.74,13504165
2019-11-06,22.93,23.2,22.29,23.02,23.02,3796291
2019-11-07,23.02,23.31,22.41,22.63,22.63,2840608
2019-11-08,22.45,23.55,22.25,23.52,23.52,2916728
2019-11-11,23.44,24.17,22.45,24.04,24.04,2922751
2019-11-12,24.32,24.99,24.19,24.69,24.69,2374760
2019-11-13,24.46,26.8525,24.15,25.98,25.98,6303864
2019-11-14,26.2,26.26,25.4,25.93,25.93,3040100
2019-11-15,26.01,28.82,25.71,27.23,27.23,7306973
2019-11-18,27.34,30.36,26.24,30.25,30.25,9091184
2019-11-19,29.99,32.01,28.8,29.24,29.24,6983999
2019-11-20,29.09,29.99,27.75,29.1,29.1,2565917
2019-11-21,29.13,30,28.6605,29.8,29.8,1733090
2019-11-22,30.11,30.65,28.9,29.36,29.36,1649268
2019-11-25,29.49,31.11,29.49,30.87,30.87,2922178
2019-11-26,31.41,31.5,29.747,30.96,30.96,2224659
2019-11-27,31.05,33.07,29.85,32.16,32.16,4234757
2019-11-29,32.66,35.75,32.51,35.23,35.23,5680037
2019-12-02,35.3,37.02,32.96,36.84,36.84,6611175
2019-12-03,35.91,36,33.14,33.48,33.48,7865047
2019-12-04,34.78,35.3,31.22,32.96,32.96,8629336
2019-12-05,33.65,33.65,30.51,31.31,31.31,6510966
2019-12-06,31.8,33.39,31.36,32.63,32.63,6820157
2019-12-09,33.31,35.35,33.04,34.77,34.77,7817614
2019-12-10,35.04,35.1,31.62,32.78,32.78,13165593
2019-12-11,32.12,32.38,29.87,32.03,32.03,7290983
2019-12-12,31.62,32.36,29.86,30.85,30.85,6795448
2019-12-13,30.99,31.97,30.25,31.53,31.53,3309899
2019-12-16,31.65,31.92,30.21,31.34,31.34,3885903
2019-12-17,31.6,33.32,30.6,32.93,32.93,5536028
2019-12-18,32.71,33.5,31.3535,31.89,31.89,4951016
2019-12-19,31.74,32.39,31,31.93,31.93,3320472
2019-12-20,32,32.25,29.8,29.99,29.99,8509806
2019-12-23,30.15,30.2,28.87,29.22,29.22,4377045
2019-12-24,29.07,29.25,28.56,28.75,28.75,1972649
2019-12-26,29,29.18,26.74,27,27,8504214
2019-12-27,27,27.3,25.67,27,27,6797890
2019-12-30,26.83,28.1082,26.47,27.69,27.69,4853537
2019-12-31,27.48,29.06,27.31,28.4,28.4,3603055
2020-01-02,28.9,30.02,27.8,29.74,29.74,5916777
2020-01-03,29.49,31.25,29.29,30.6,30.6,4974596
2020-01-06,30.61,31.705,29.72,29.75,29.75,4030502
2020-01-07,29.44,30.84,28.83,30.4,30.4,3101250
2020-01-08,30.07,30.25,28.85,29.65,29.65,7474967
2020-01-09,29.38,29.94,27.585,27.87,27.87,6574385
2020-01-10,27.85,28.15,26.89,28.01,28.01,5940993
2020-01-13,28.3,28.97,27.2401,28.53,28.53,3624245
2020-01-14,28.8,30.26,28.35,29.69,29.69,4820155
2020-01-15,30.96,31.44,29.7738,30.86,30.86,7822658
2020-01-16,31.1,31.8,30.36,30.83,30.83,5702343
2020-01-17,31,31.95,30.7826,31.7,31.7,3831288
2020-01-21,31.69,33.7,31.6,32,32,4914326
2020-01-22,32.32,33.2,30.53,30.68,30.68,5374850
2020-01-23,30.69,31.59,29.96,30.06,30.06,3268892
2020-01-24,30.08,30.77,28.85,30.5,30.5,5259004
2020-01-27,29.67,31.38,29.2,31.25,31.25,4228501
2020-01-28,31.56,31.65,30.56,31.38,31.38,3737890
2020-01-29,32.36,32.36,30.81,31.5,31.5,3509870
2020-01-30,31.25,32.3,31.25,32.26,32.26,3785376
2020-01-31,32.25,32.52,31.0206,32.36,32.36,3366267
2020-02-03,32.87,33.5,31.94,33.37,33.37,4811387
2020-02-04,33.91,34.6,33.28,33.47,33.47,7687611
2020-02-05,34.04,34.09,31.64,32.7,32.7,9397708
2020-02-06,29.94,30.75,28.82,29,29,12108514
2020-02-07,28.59,28.59,27.05,27.86,27.86,7796942
2020-02-10,27.83,29.0599,27.62,28.6,28.6,3770525
2020-02-11,28.75,29.18,28.2,28.65,28.65,2413261
2020-02-12,28.84,29.21,28.25,28.34,28.34,2460263
2020-02-13,28.2,30.27,27.4,28.85,28.85,6879048
2020-02-14,28.89,28.89,27.5,27.66,27.66,2947462
2020-02-18,27.5,27.88,26.84,27.08,27.08,2671840
2020-02-19,27.3,27.69,26.8,27.1,27.1,3331205
2020-02-20,27.1,27.8,26.6,26.98,26.98,3733711
2020-02-21,26.81,26.9,25.32,25.49,25.49,5805674
2020-02-24,24.7,27.07,24.52,26.5,26.5,26599228
2020-02-25,26.65,28.02,26.02,27.11,27.11,10467010
2020-02-26,27.95,29.64,27.27,29.19,29.19,12871744
2020-02-27,28.9,29,26.69,28.72,28.72,7628068
2020-02-28,28,28.29,25.925,26.69,26.69,9203859
2020-03-02,27.2,29.32,26.33,27.92,27.92,6230293
2020-03-03,27.34,27.5,26.18,26.685,26.685,7938628
2020-03-04,27.01,27.45,25.78,27.25,27.25,5606428
2020-03-05,26.51,27.18,25.845,27.1,27.1,5464751
2020-03-06,25.95,26.1408,24.36,24.98,24.98,7334380
2020-03-09,23,24.725,22.53,23.21,23.21,5288148
2020-03-10,24.1,24.33,22.31,22.97,22.97,6196695
2020-03-11,22.5,23.38,21.64,22,22,6233757
2020-03-12,20.74,20.99,18.01,19.51,19.51,8665942
2020-03-13,20.52,20.6,17.83,19.72,19.72,8873007
2020-03-16,18.64,22.94,17.7,22.25,22.25,12514480
2020-03-17,24.22,27,22.69,25.45,25.45,15370292
2020-03-18,24.5,27.38,24.43,25.79,25.79,11057430
2020-03-19,26,26.58,23.1806,24.99,24.99,6849846
2020-03-20,25,25.4,21.78,23.01,23.01,7400022
2020-03-23,23.41,24.76,23.07,23.34,23.34,5643565
2020-03-24,24.21,25,23.62,24.57,24.57,5242729
2020-03-25,24.57,25.1407,23.67,24.52,24.52,4290237
2020-03-26,24.56,26.05,24.31,25.75,25.75,4695042
2020-03-27,25.6,26.18,24.58,25.98,25.98,4871186
2020-03-30,26.8,28.67,26.26,27.7,27.7,12153833
2020-03-31,27.89,28.565,26.54,26.55,26.55,5734607
2020-04-01,26.44,29.34,26.0867,27.96,27.96,11805488
2020-04-02,28.05,28.48,25.85,26.74,26.74,6039998
2020-04-03,27.07,29.11,26.95,28.75,28.75,7756101
2020-04-06,29.19,29.45,28.02,28.37,28.37,7596606
2020-04-07,28.8,28.96,26.06,27.58,27.58,6167123
2020-04-08,27.3,27.74,26.91,27.5,27.5,3959334
2020-04-09,27.62,29.03,27.32,28.45,28.45,5549147
2020-04-13,28.53,32.28,28.46,31.99,31.99,9420339
2020-04-14,32.33,32.48,30.57,31.88,31.88,5330415
2020-04-15,32.13,36.03,31.7,35.61,35.61,13312703
2020-04-16,34.5,38.08,34.11,36.35,36.35,11378236
2020-04-17,33.9,35.05,32.1073,33.49,33.49,9704704
2020-04-20,31.86,32.87,30.97,31.07,31.07,11465210
2020-04-21,31.27,32.32,29.51,31.39,31.39,9477816
2020-04-22,31.8,32.02,30.42,31.18,31.18,5481699
2020-04-23,31.16,31.75,29.33,29.89,29.89,6794074
2020-04-24,30.25,33.02,30.01,31.74,31.74,14817345
2020-04-27,32.44,33.7362,31.73,31.78,31.78,6948391
2020-04-28,31.94,32.17,29.8,30,30,7577284
2020-04-29,29.67,32.2,29.6402,31.89,31.89,6454926
2020-04-30,32.44,32.49,31.2,31.5,31.5,3339635
2020-05-01,31.03,32.66,30.7,32.05,32.05,4531926
2020-05-04,32.36,34.17,32.03,33.9,33.9,8916540
2020-05-05,34.96,36.36,34.25,36.22,36.22,16784654
2020-05-06,36.83,39.256,35.21,38.03,38.03,27262600
2020-05-07,45.69,45.7,40.8,44.12,44.12,53226012
2020-05-08,42.11,43.27,41.27,43,43,21728675
2020-05-11,42.51,44.35,42.01,42.8,42.8,12684458
2020-05-12,44.32,47.83,44.05,46.17,46.17,25236543
2020-05-13,46.69,46.8,42.39,45.17,45.17,15197567
2020-05-14,45.39,47.38,44.8113,45.11,45.11,12971092
2020-05-15,45.25,49.68,45.13,48.42,48.42,15808883
2020-05-18,47.29,48.215,43.4,43.61,43.61,16883288
2020-05-19,45.08,45.35,44,44.8,44.8,7668047
2020-05-20,44.85,45.89,44.13,45.11,45.11,5450339
2020-05-21,44.98,45.6675,44.03,45.3,45.3,4292674
2020-05-22,45.14,46.87,44.8,45.81,45.81,6230544
2020-05-26,44.74,45.5,41.68,41.7,41.7,9621822
2020-05-27,41,41.37,38.8,41.07,41.07,11618099
2020-05-28,40.85,42.94,40.77,42.61,42.61,6019612
2020-05-29,43.04,44.39,41.14,42.19,42.19,6720475
2020-06-01,42.1011,45.91,41.26,45.85,45.85,9712801
2020-06-02,45.8,49.3,45.56,49.01,49.01,15354555
2020-06-03,48.21,48.4,46.26,47.83,47.83,7144757
2020-06-04,47.4,49.19,46.65,47.88,47.88,6268261
2020-06-05,45.12,46.88,44.41,45.9,45.9,8244063
2020-06-08,45.2,45.41,42.9,44.78,44.78,8704983
2020-06-09,45.37,48.05,45.11,47.64,47.64,7740154
2020-06-10,48.2,48.7822,46.53,47.11,47.11,5503412
2020-06-11,45.93,49.4,45.51,45.98,45.98,8274343
2020-06-12,47.075,48.25,45.64,47.1,47.1,5838977
2020-06-15,48.27,51,47.08,49.94,49.94,11498120
2020-06-16,48.45,51.45,47.04,49.91,49.91,10911553
2020-06-17,50.12,51.71,48.73,49.17,49.17,9153330
2020-06-18,49.72,51.25,49.25,51.08,51.08,8064449
2020-06-19,51.13,51.95,50.39,50.89,50.89,9522189
2020-06-22,52,55.03,51.65,53.03,53.03,13253255
2020-06-23,54.49,56.6,53.72,54.88,54.88,12747280
2020-06-24,55.98,57.27,52.42,55.55,55.55,14527137
2020-06-25,56.39,58.3,55,58.06,58.06,10180660
2020-06-26,58.5,60,56.395,58.43,58.43,15952508
2020-06-29,58.05,58.4,55.68,57.21,57.21,6649465
2020-06-30,56.24,59.11,56.18,57.77,57.77,6536649
2020-07-01,57.54,61,56.9203,60.25,60.25,8335048
2020-07-02,60.85,61.3899,58.91,59.16,59.16,5475541
2020-07-06,59.25,62.34,59.24,60.48,60.48,5926742
2020-07-07,61,62.2,59.7,60.82,60.82,6873814
2020-07-08,61.04,63.25,61.04,62.52,62.52,6058362
2020-07-09,63.8808,65.72,63.56,64.49,64.49,7527092
2020-07-10,64.82,68.78,63.8,68.47,68.47,9163666
2020-07-13,69.25,69.7281,61.01,61.58,61.58,13147281
2020-07-14,62.58,65.08,60.1,62.95,62.95,9576405
2020-07-15,61.43,63.72,60.87,63.13,63.13,5347392
2020-07-16,62.21,62.89,60.65,61.29,61.29,5613650
2020-07-17,61.55,61.88,58.23,58.53,58.53,9961479
2020-07-20,59.721,64.995,59.58,64.71,64.71,10351405
2020-07-21,64.85,65.31,61.9002,62.88,62.88,6252315
2020-07-22,62.9,64.41,62.8806,64.14,64.14,4367444
2020-07-23,64.31,65.28,60.89,62.31,62.31,4732649
2020-07-24,61.56,62.3374,59.68,61.82,61.82,4048691
2020-07-27,62.58,63.91,61.75,63.68,63.68,4094169
2020-07-28,64.3,66.87,63.93,64.11,64.11,5709957
2020-07-29,64.72,66.9,64.6,66.65,66.65,4395326
2020-07-30,66.17,66.65,62.72,65.28,65.28,5412970
2020-07-31,66.69,68.94,65.6,68.22,68.22,7270700
2020-08-03,69.6,73.21,69.1,72.68,72.68,7897300
2020-08-04,70.95,71.5,69.012,70.01,70.01,6039900
2020-08-05,69.73,71.74,69.67,71.21,71.21,4990200
2020-08-06,71.73,72.5,69.68,69.72,69.72,4523300
2020-08-07,69.99,70.68,66.37,68.3,68.3,4748000
2020-08-10,68.48,69.57,65.15,67.12,67.12,3933000
2020-08-11,65.69,67.2,64.15,64.96,64.96,4140600
2020-08-12,65.21,65.73,63.76,64.36,64.36,3768800
2020-08-13,63,66.35,62.5,65.71,65.71,9862700
2020-08-14,66.64,67.75,64.08,64.34,64.34,4565300
2020-08-17,64.88,65.45,63.23,65.26,65.26,3850300
2020-08-18,65.85,70.78,65.56,69.82,69.82,7931600
2020-08-19,69.32,69.76,67.46,67.59,67.59,4081900
2020-08-20,67.59,69.09,67.1,68.72,68.72,3208200
2020-08-21,68.71,70.95,68.56,69.35,69.35,4077900
2020-08-24,69.95,70.25,66.21,66.87,66.87,4483700
2020-08-25,66.47,67.46,65.29,66.45,66.45,4291700
2020-08-26,66.97,68.613,66.735,67.3,67.3,4663600
2020-08-27,72.4,72.412,68.06,70.3,70.3,12952800
2020-08-28,72.41,77.455,72.25,75.96,75.96,15402900
2020-08-31,76,77.8,75.41,76.67,76.67,15742500
2020-09-01,78.39,84.63,78,83.67,83.67,13242500
2020-09-02,91.8,92.5,84.25,91.06,91.06,26695500
2020-09-03,87.8,87.9,80.51,82.28,82.28,14010200
2020-09-04,81.55,84.972,72.11,80.63,80.63,16784900
2020-09-08,79.38,91.84,79.29,85.6,85.6,32732800
2020-09-09,90.16,92.08,86.22,91.17,91.17,30086900
2020-09-10,93.55,98.61,86.38,87.75,87.75,55832600
2020-09-11,98.107,98.107,83.58,84.04,84.04,87398100
2020-09-14,81.72,83.5,78.83,82.01,82.01,52982500
2020-09-15,83.5,88.5,82.5,85.45,85.45,67929300
2020-09-16,83.77,86.35,82.2,82.59,82.59,25174500
2020-09-17,79.69,85.7,79.02,85.2,85.2,30607900
2020-09-18,85.25,90.01,83.28,89.7,89.7,44309600
2020-09-21,89.4,96.5,87.78,94.8,94.8,51263700
2020-09-22,90.33,94.65,88.43,94.39,94.39,43455600
2020-09-23,95.81,100.44,93.91,95.23,95.23,55375400
2020-09-24,93.9,95.25,88,88.56,88.56,34327800
2020-09-25,90.757,98.48,90.5,97.73,97.73,45866000
2020-09-28,97.27,99.4,94.42,96.91,96.91,34557700
2020-09-29,96.84,102.83,96.27,100.47,100.47,41245200
2020-09-30,99.99,101.88,98.095,99.24,99.24,18965200
2020-10-01,99.83,105.74,99.305,105.2,105.2,26735500
2020-10-02,105,110.25,104.09,107.51,107.51,29786600
2020-10-05,107.67,110.85,106.11,110.74,110.74,16139400
2020-10-06,110.78,113.87,109.38,111.31,111.31,19411300
2020-10-07,113.48,118.44,113.01,116.96,116.96,22040000
2020-10-08,118.92,119.89,113.7,115,115,15353600
2020-10-09,115.71,123.58,114.78,123.02,123.02,17601900
2020-10-12,125.095,129.41,122.24,127.3,127.3,20531400
2020-10-13,127,131.92,124.31,130.97,130.97,17317700
2020-10-14,132.11,135.31,128.26,131.44,131.44,27271600
2020-10-15,127.82,137.24,126.55,136.43,136.43,26759200
2020-10-16,137.6,139.75,128.67,131.33,131.33,40455800
2020-10-19,130.94,134.57,126.95,133.01,133.01,24250300
2020-10-20,133.75,134.55,130.33,131.93,131.93,12668300
2020-10-21,132.79,136.95,124.28,124.3,124.3,19003721
2020-10-22,119.75,126.59,118.61,120.8,120.8,24320500
2020-10-23,121.1,123.65,117.58,122.53,122.53,11544100
2020-10-26,123.02,125.65,116.098,118.1,118.1,11917900
2020-10-27,120.36,122.534,118.31,121.15,121.15,8627000
2020-10-28,122.11,124.336,119.56,122.12,122.12,9233800
2020-10-29,124.3,124.9,114.24,115.91,115.91,11407600
2020-10-30,114.1,116.21,109.01,110.21,110.21,10997000
2020-11-02,112.355,116.32,110.918,113.44,113.44,8774200
2020-11-03,113.51,114.05,110.13,111.7,111.7,9413600
2020-11-04,113.99,118.93,112.96,118.6,118.6,8066200
2020-11-05,122.935,126.91,117.82,126.63,126.63,16320200
2020-11-06,123,132.79,122.49,125.46,125.46,24201800
2020-11-09,106.69,108.48,94.12,100.01,100.01,42202900
2020-11-10,103.1,108.65,92.03,105.21,105.21,39736600
2020-11-11,103,107.35,99.83,106.21,106.21,27922300
2020-11-12,107.11,112,106.45,108.72,108.72,17005100
2020-11-13,109.03,109.69,99.5,100.79,100.79,16121200
2020-11-16,97.3,102.06,95.86,101.9,101.9,16488740
2020-11-17,102.33,102.78,99.63,102.49,102.49,10050010
2020-11-18,101.49,105.56,100.26,104.49,104.49,11144400
2020-11-19,104.1,106.42,102.78,105.26,105.26,9678900
2020-11-20,106,112.81,104.2,110.9,110.9,17304100
2020-11-23,110.43,113.94,106.07,112.05,112.05,12179800
2020-11-24,109.46,110.07,104.15,105.42,105.42,11628100
2020-11-25,106.29,108.25,105.56,106.94,106.94,8166100
2020-11-27,107.33,109.9,105.29,108.98,108.98,5602100
2020-11-30,110.03,116.52,105.69,116.35,116.35,13468600
2020-12-01,113.73,115.66,110.3,112.03,112.03,10171800
2020-12-02,110.83,117.75,110.2,113.18,113.18,11614800
2020-12-03,112.92,116.25,112.73,116.2,116.2,6989700
2020-12-04,115.25,115.7,111.929,114.45,114.45,7346800
2020-12-07,114.07,117.145,113.12,116.63,116.63,6044200
2020-12-08,115.92,118.55,113.061,118.25,118.25,9196200
2020-12-09,117.65,120.312,110.105,110.79,110.79,12106700
2020-12-10,109.53,119.13,108.18,117.99,117.99,9688400
2020-12-11,117.99,119.44,114.59,117.1,117.1,6493900
2020-12-14,118.01,124.86,117.75,121.91,121.91,14734200
2020-12-15,122.02,127.81,119.78,127.78,127.78,9907000
2020-12-16,128.7,134.22,128.51,134,134,14646700
2020-12-17,133.97,137.67,133.43,136.8,136.8,10599800
2020-12-18,137.88,142,135.6,139.84,139.84,32497811
2020-12-21,141.795,144.88,137.77,144.39,144.39,14272900
